id,mssubclass,lotshape,landcontour,landslope,bldgtype,housestyle,overallqual,overallcond,lotfrontage,lotarea,garagearea,grlivarea,totalbsmtsf,saleprice,lotfrontage_std,lotarea_std,garagearea_std,grlivarea_std,totalbsmtsf_std,saleprice_std
106,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,75,9375,648,1992,1053,250000,72.1154756277299,-0.11439713201958004,0.8185963508775889,0.9068584030968061,-0.010096645305711619,0.8695446593799333
107,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,7,60,10800,273,1047,641,100000,57.11547562772989,0.028370343811795946,-0.9353396098371634,-0.8914960737037706,-0.9492236105588127,-1.0186133738724743
108,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,50,6000,250,789,789,115000,47.11547562772989,-0.4525306274096811,-1.0429143487610015,-1.3824753911794836,-0.6118673220698346,-0.8297975705472336
109,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,7,85,8500,0,1517,793,115000,82.1154756277299,-0.2020613715651618,-2.212204989237503,0.002923613170590346,-0.6027495845431055,-0.8297975705472336
110,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,6,105,11751,546,1844,1844,190000,102.1154756277299,0.12364884873505108,0.34152576956317626,0.625211352761901,1.7929359506049751,0.11428144607897026
111,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,4,75,9525,325,1855,994,136900,72.1154756277299,-0.09936897666890888,-0.692127156618051,0.6461445794759818,-0.14458327382496639,-0.554126497692382
113,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,77,9965,792,2696,1264,383970,74.1154756277299,-0.05528638764027349,1.4921077597920536,2.2465849127979767,0.4708640092292503,2.555921537478767
115,2-STORY 1945 & OLDER,Slightly irregular,Near Flat/Level,Moderate Slope,Single-family Detached,Two story,6,8,61,7259,180,2320,1028,259500,58.11547562772989,-0.32639431016638115,-1.3703157280944218,1.5310491632984877,-0.06708250484776872,0.9891280014859191
116,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,6,5,34,3230,440,1458,729,176000,31.11547562772989,-0.7300505628854085,-0.15425346199886036,-0.10935460284129751,-0.7486333849707717,-0.06194663702458778
118,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,74,8536,430,1125,1125,155000,71.1154756277299,-0.19845461428100072,-0.2010250876179204,-0.7430604660948341,0.15402263017541284,-0.3262887616799248
119,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,90,12376,594,3222,1673,320000,87.1154756277299,0.1862661626961809,0.5660295725346646,3.2475737538531124,1.4031526713373046,1.7506850748977234
120,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,65,8461,390,1456,728,163990,62.11547562772989,-0.2059686919563363,-0.38811159009416063,-0.11316064406203948,-0.750912819352454,-0.2131251568869972
122,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,4,5,50,6060,264,1123,732,100000,47.11547562772989,-0.4465193652694126,-0.9774340728943174,-0.746866507315576,-0.7417950818257248,-1.0186133738724743
123,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,7,75,9464,288,1080,1080,136000,72.1154756277299,-0.10548042651151515,-0.8651821714085732,-0.8286963935615282,0.05144808299971005,-0.5654554458918964
124,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,6,5,55,7892,530,1199,1199,153900,52.11547562772989,-0.2629754945865489,0.26669116857268016,-0.6022369409273814,0.32270077441990186,-0.3401352539237758
125,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,48,17043,435,1586,1362,181000,45.11547562772989,0.6538421695067295,-0.17763927480839037,0.13423203528618802,0.6942485786341142,0.000991964083825801
126,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,One and one-half story: 2nd level finished,6,8,60,6780,0,754,520,84500,57.11547562772989,-0.37438421958619106,-2.212204989237503,-1.4490811125424679,-1.225035170742369,-1.2137230373085564
128,1-1/2 STORY - UNFINISHED ALL AGES,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level unfinished,5,7,55,4388,0,840,672,87000,52.11547562772989,-0.6140332035782271,-2.212204989237503,-1.2854213400505636,-0.8785611447266619,-1.1822537367543495
130,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,69,8973,750,1053,1008,150000,66.1154756277299,-0.15467258835937875,1.2956669321920014,-0.8800779500415447,-0.11267119248141441,-0.3892273627883384
131,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,6,88,14200,487,2157,924,226000,85.1154756277299,0.36900853176034215,0.06557317841072191,1.2208568038080179,-0.3041436805427263,0.567439374059548
133,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,75,7388,624,1327,1063,150750,72.1154756277299,-0.31347009656480396,0.7063444493918447,-0.35865030279989596,0.012697698511111221,-0.3797865726220764
135,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,78,10335,440,1721,1461,180000,75.1154756277299,-0.01821693777528464,-0.15425346199886036,0.3911398176862704,0.9199125824206603,-0.011595756137856916
136,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,6,80,10400,530,1682,1304,174000,77.1154756277299,-0.01170473712332714,0.26669116857268016,0.31692201388180213,0.5620413844965417,-0.08712207746795322
138,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One story,7,5,82,11070,766,1959,1907,171000,79.1154756277299,0.05542102344300403,1.3705015331824975,0.8440587229545637,1.936540316650959,-0.12488523813300137
139,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,73,9066,660,1852,1004,230000,70.1154756277299,-0.14535513204196263,0.8747223016204609,0.6404355176448688,-0.12178893000814354,0.6177902549462789
140,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,65,15426,470,1764,928,231500,62.11547562772989,0.4918386548264944,-0.013938585141680181,0.47296970393222254,-0.29502594301599716,0.636671835278803
141,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,5,70,10500,0,864,864,115000,67.1154756277299,-0.001685966889546368,-2.212204989237503,-1.23974884540166,-0.44090974344366335,-0.8297975705472336
142,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,78,11645,660,1734,1734,260000,75.1154756277299,0.11302895228724347,0.8747223016204609,0.41587908562109316,1.542198168619924,0.9954218615967605
143,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,4,71,8520,720,1385,910,166000,68.1154756277299,-0.20005761751840564,1.1553520553348213,-0.2482751073983791,-0.3360557618862782,-0.18782383924141496
144,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,78,10335,577,1501,1490,204000,75.1154756277299,-0.01821693777528464,0.48651780898226243,-0.027524716595345344,0.9860161794894465,0.2905095291825283
145,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One story,5,5,70,9100,504,1728,1728,125000,67.1154756277299,-0.14194875016247716,0.14508494196312402,0.40446096195886727,1.5285215623298303,-0.7039203683304064
146,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,6,5,24,2522,380,1709,970,130000,21.11547562772989,-0.8009834561405763,-0.4348832157132207,0.36830357036181866,-0.1992896989853412,-0.6409817672219927
147,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,51,6120,180,875,715,105000,48.11547562772989,-0.4405081031291441,-1.3703157280944218,-1.2188156186875791,-0.7805454663143236,-0.9556747727640607
149,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,63,7500,0,1080,1080,141000,60.11547562772989,-0.3022490739029695,-2.212204989237503,-0.8286963935615282,0.05144808299971005,-0.5025168447834829
151,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,120,10356,440,969,969,122000,117.1154756277299,-0.01611299602619068,-0.15425346199886036,-1.039931681312707,-0.20156913336702348,-0.7416835289954545
152,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,107,13891,866,1710,1710,372402,104.1154756277299,0.33805053173795957,1.838217789373098,0.3702065909721896,1.4874917434595492,2.4103067899543413
155,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,84,11340,312,1200,1200,125000,81.1154756277299,0.08247170307421212,-0.7529302699228291,-0.6003339203170105,0.3249802088015841,-0.7039203683304064
156,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,5,60,9600,0,1096,572,79000,57.11547562772989,-0.09185489899357331,-2.212204989237503,-0.7982480637955925,-1.1065045828948903,-1.2829554985278113
157,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,60,7200,625,1040,0,109500,57.11547562772989,-0.3323053846043118,0.7110216119537507,-0.9048172179763674,-2.410341049217157,-0.8990300317664884
158,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,92,12003,680,1968,774,269500,89.1154756277299,0.1488961497241786,0.9682655528585811,0.8611859084479027,-0.6460588377950689,1.1150052037027463
159,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,100,12552,678,1947,991,254900,97.1154756277299,0.20389919830763506,0.958911227734769,0.821222475630112,-0.15142157697001324,0.9312244884661786
160,2-STORY 1946 & NEWER,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,Two story,7,5,134,19378,576,2462,1392,320000,131.1154756277299,0.8877804544655105,0.4818406464203564,1.8012780899711671,0.7626316100845827,1.7506850748977234
162,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,9,5,110,13688,726,2668,1572,412500,107.1154756277299,0.31771242816338463,1.1834150307062572,2.193300335707589,1.172929798787394,2.9150491954033746
163,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,95,12182,532,1541,1541,220000,92.1154756277299,0.1668297484426462,0.2760454936964922,0.04859610781949388,1.102267332955243,0.49191305272945174
164,1-1/2 STORY - UNFINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level unfinished,4,6,55,5500,0,882,882,103200,52.11547562772989,-0.5026244785785849,-2.212204989237503,-1.2054944744149825,-0.39987992457338223,-0.9783326691630896
165,1-STORY W/FINISHED ATTIC ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,7,40,5400,216,1616,1149,152000,37.11547562772989,-0.5126432488123657,-1.2019378758658057,0.19132265359731743,0.20872905533578767,-0.36405192234497297
166,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,One and one-half story: 2nd level finished,5,7,62,10106,0,1355,644,127500,59.11547562772989,-0.04115992161064261,-2.212204989237503,-0.30536572570950854,-0.9423853074137658,-0.6724510677761996
168,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,86,10562,789,2161,1582,325624,83.1154756277299,0.00452567065539771,1.4780762721063356,1.228468886249502,1.1957241426042167,1.821478413424467
169,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,62,8244,440,1720,840,183500,59.11547562772989,-0.22770942336364056,-0.15425346199886036,0.3892367970758994,-0.4956161686040381,0.032461264638032596
172,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,141,31770,528,1656,1080,215000,138.1154756277299,2.1293064618356237,0.25733684344886815,0.2674434780121567,0.05144808299971005,0.4289744516210382
173,2-STORY PUD - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,7,7,44,5306,504,1767,1064,239000,41.11547562772989,-0.5220608928321196,0.14508494196312402,0.4786787657633355,0.014977132892793506,0.7310797369414234
174,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,80,10197,504,1362,1362,163000,77.1154756277299,-0.03204284069790211,0.14508494196312402,-0.29204458143691164,0.6942485786341142,-0.2255869999064631
175,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,47,12416,616,1651,1606,184000,44.11547562772989,0.1902736707896932,0.6689271488965967,0.25792837496030174,1.2504305677645915,0.03875512474887395
176,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,7,84,12615,576,2158,1202,243000,81.1154756277299,0.21021102355491694,0.4818406464203564,1.222759824418389,0.3295390775649487,0.7814306178281543
177,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,97,10029,521,2060,1151,211000,94.1154756277299,-0.0488743746906538,0.2245967055155261,1.036263804602033,0.21328792409915223,0.3786235707343073
179,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,9,5,63,17423,1166,2234,2216,501837,60.11547562772989,0.6919134963950965,3.2413665579448994,1.3673893908065835,2.640885540590785,4.039598356847844
180,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,60,8520,480,968,968,100000,57.11547562772989,-0.20005761751840564,0.03283304047737988,-1.041834701923078,-0.20384856774870577,-1.0186133738724743
182,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,6,54,7588,216,1802,793,200100,51.11547562772989,-0.29343255609724245,-1.2019378758658057,0.5452844871263198,-0.6027495845431055,0.2414174203179657
183,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,60,9060,252,1340,0,120000,57.11547562772989,-0.14595625825598948,-1.0335600236371894,-0.33391103486507323,-2.410341049217157,-0.7668589694388199
184,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,7,5,63,11426,484,2082,1362,200000,60.11547562772989,0.09108784547526358,0.0515416907250039,1.0781302580301944,0.6942485786341142,0.24015864829579742
185,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,8,92,7438,576,1252,504,127000,89.1154756277299,-0.3084607114479136,0.4818406464203564,-0.5013768485777196,-1.2615061208492857,-0.6787449278870409
186,2-1/2 STORY ALL AGES,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two and one-half story: 2nd level finished,10,9,90,22950,840,3608,1107,475000,87.1154756277299,1.2456509272161596,1.7166115627635419,3.9821397094563107,0.11299281130513172,3.7017817092585448
188,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,7,60,10410,180,1656,660,135000,57.11547562772989,-0.010702860099949063,-1.3703157280944218,0.2674434780121567,-0.9059143573068493,-0.5780431661135792
189,DUPLEX - ALL STYLES AND AGES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Duplex,Split Foyer,5,5,64,7018,528,1224,1086,153337,61.11547562772989,-0.35053954642979285,0.25733684344886815,-0.5546614256681069,0.06512468928980376,-0.3472221404085832
190,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,8,5,41,4923,682,1593,1593,286000,38.11547562772989,-0.5604327828275,0.977619877982393,0.14755317955878489,1.2207979208027218,1.3227025873605112
191,2-STORY 1945 & OLDER,Regular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,Two story,8,8,70,10570,440,2727,853,315000,67.1154756277299,0.005327172274100172,-0.15425346199886036,2.305578551719477,-0.46598352164216844,1.68774647378931
